<header>
<constant name="FluidityVersion" type="string" value="Particles_merge:6cecb3a74ee3137f009617479439d202aeab178f" />
<constant name="CompileTime" type="string" value="Sep 20 2020 18:28:01" />
<constant name="StartTime" type="string" value="20200920 184435.437+1000" />
<constant name="HostName" type="string" value="Unknown" />
<constant name="format" type="string" value="plain_text" />
<field column="1" name="ElapsedTime" statistic="value"/>
<field column="2" name="dt" statistic="value"/>
<field column="3" name="ElapsedWallTime" statistic="value"/>
<field column="4" name="CoordinateMesh" statistic="nodes"/>
<field column="5" name="CoordinateMesh" statistic="elements"/>
<field column="6" name="CoordinateMesh" statistic="surface_elements"/>
<field column="7" name="TotalMemory" statistic="current" material_phase="Memory"/>
<field column="8" name="TotalMemory" statistic="min" material_phase="Memory"/>
<field column="9" name="TotalMemory" statistic="max" material_phase="Memory"/>
<field column="10" name="MeshMemory" statistic="current" material_phase="Memory"/>
<field column="11" name="MeshMemory" statistic="min" material_phase="Memory"/>
<field column="12" name="MeshMemory" statistic="max" material_phase="Memory"/>
<field column="13" name="ScalarFieldMemory" statistic="current" material_phase="Memory"/>
<field column="14" name="ScalarFieldMemory" statistic="min" material_phase="Memory"/>
<field column="15" name="ScalarFieldMemory" statistic="max" material_phase="Memory"/>
<field column="16" name="VectorFieldMemory" statistic="current" material_phase="Memory"/>
<field column="17" name="VectorFieldMemory" statistic="min" material_phase="Memory"/>
<field column="18" name="VectorFieldMemory" statistic="max" material_phase="Memory"/>
<field column="19" name="TensorFieldMemory" statistic="current" material_phase="Memory"/>
<field column="20" name="TensorFieldMemory" statistic="min" material_phase="Memory"/>
<field column="21" name="TensorFieldMemory" statistic="max" material_phase="Memory"/>
<field column="22" name="MatrixSparsityMemory" statistic="current" material_phase="Memory"/>
<field column="23" name="MatrixSparsityMemory" statistic="min" material_phase="Memory"/>
<field column="24" name="MatrixSparsityMemory" statistic="max" material_phase="Memory"/>
<field column="25" name="MatrixMemory" statistic="current" material_phase="Memory"/>
<field column="26" name="MatrixMemory" statistic="min" material_phase="Memory"/>
<field column="27" name="MatrixMemory" statistic="max" material_phase="Memory"/>
<field column="28" name="TransformCacheMemory" statistic="current" material_phase="Memory"/>
<field column="29" name="TransformCacheMemory" statistic="min" material_phase="Memory"/>
<field column="30" name="TransformCacheMemory" statistic="max" material_phase="Memory"/>
<field column="31" name="Pressure" statistic="min" material_phase="Ambient"/>
<field column="32" name="Pressure" statistic="max" material_phase="Ambient"/>
<field column="33" name="Pressure" statistic="l2norm" material_phase="Ambient"/>
<field column="34" name="Pressure" statistic="integral" material_phase="Ambient"/>
<field column="35" name="Density" statistic="min" material_phase="Ambient"/>
<field column="36" name="Density" statistic="max" material_phase="Ambient"/>
<field column="37" name="Density" statistic="l2norm" material_phase="Ambient"/>
<field column="38" name="Density" statistic="integral" material_phase="Ambient"/>
<field column="39" name="Temperature" statistic="min" material_phase="Ambient"/>
<field column="40" name="Temperature" statistic="max" material_phase="Ambient"/>
<field column="41" name="Temperature" statistic="l2norm" material_phase="Ambient"/>
<field column="42" name="Temperature" statistic="integral" material_phase="Ambient"/>
<field column="43" name="Temperature" statistic="surface_integral%Top" material_phase="Ambient"/>
<field column="44" name="TemperatureInterpolationErrorBound" statistic="min" material_phase="Ambient"/>
<field column="45" name="TemperatureInterpolationErrorBound" statistic="max" material_phase="Ambient"/>
<field column="46" name="TemperatureInterpolationErrorBound" statistic="l2norm" material_phase="Ambient"/>
<field column="47" name="TemperatureInterpolationErrorBound" statistic="integral" material_phase="Ambient"/>
<field column="48" name="MaterialVolumeFraction" statistic="min" material_phase="Ambient"/>
<field column="49" name="MaterialVolumeFraction" statistic="max" material_phase="Ambient"/>
